,Name
"Grand Openings, Ei Arakawa, Jutta Koether, Jay Sanders, Emily Sundblad, Stefan Tcherepnin",1
Robert Flaherty,1
"Koichi Yoshimura, Reiko Sudo",1
"Shay Alkalay, Yael Mer",1
Danny Fields,1
Zühtü Müritoğlu,1
Gianni Colombo,1
"Scandar Copti, Yaron Shani",1
"Henri de Toulouse-Lautrec, Louis Anquetin",1
Jean-Claude Lauzon,1
"Gilbert & George, Gilbert Proesch, George Passmore, Rosemarie Trockel",1
"Various Artists, Joseph Lacasse, Sonia Delaunay-Terk, Aleksandr Archipenko, Mikhail Larionov, Carl Buchheister, Serge Charchoune, Jean Fautrier, Natalia Goncharova, Josef Albers, Marcel Janco, Georges Vantongerloo, Stanton Macdonald-Wright, Alberto Magnelli, Emilio Pettoruti, Alfred Reth, Hans Richter, Victor Servranckx, Gino Severini, Raoul Hausmann",1
Magda Tothova,1
"Various Artists, Joseph Beuys, KP Brehmer, Bazon Brock, Hans Joachim Dietrich, Rainer (Imi) Giese, K. H. Hödicke, Imi Knoebel, Bernd Lohaus, Konrad Lueg, Blinky Palermo, Sigmar Polke, Gerhard Richter, Dieter Roth, Gerhard Rühm, Reiner Ruthenbeck, Tomas Schmit, Wolf Vostell, Stefan Wewerka, Lambert Maria Wintersberger",1
Teresita Fernandez,1
Leon Kossoff,1
Nikolai Il'in,1
"Paul Budnitz, Tristan Eaton, Huck Gee",1
Bülent Sangar,1
"Peter Corriston, Hubert Kretzschmar, Christian Piper",1
Wilfred Graf Schwerin Von Krosigk,1
"EMBT Miralles Tagliabue Arquitectes Associats, Barcelona, Enric Miralles, Benedetta Tagliabue",1
Lisa Pasedag,1
Kristen Corinne Masri,1
"S.C. Johnson, company design",1
Mario Rizzi,1
Peter Stroud,1
Gerald Summers,1
"Montse Padrós i Marqués, Carlos Riart",1
Roberto Iras Baldessari,1
"Johann Palisa, Max Wolf (Maximilian Franz Joseph Cornelius)",1
Martin Manz,1
Albert-Jan Pool,1
"Various Artists, Alfredo Zalce, Pablo O'Higgins, Xavier Guerrero, Jesús Escobedo, José Chávez Morado, Leopoldo Méndez, Raúl Anguiano",1
Gabor Body,1
Ad Dekkers,1
"Aloys Zötl, Martin Prinzhorn",1
Daniel Burman,1
Tom Zimmermann,1
Mario Urteaga,1
Sidharth Srinivasan,1
Clyde Forsythe,1
V. Pshenichnikov,1
Alexander Bally,1
Amira Wasfy,1
"Various Artists, Barbara Sandler, Fairfield Porter, Clayton Pond, Wendy Meng, Janet Fish, Ilya Bolotowsky, Romare Bearden, Will Barnet, Walter Darby Bannard, Joseph Raffael, Richard Anuszkiewicz, Alan Kessler",1
Dorothy Sullivan,1
Leo Gerstenzang,1
Martin Baer,1
Leon Kelly,1
"Various Artists, Vasily Kandinsky, Franz Marc",1
"Herbert Anger, Ottheinrich Strohmeyer, Waldemar Ohly, Conrad Felixmüller",1
Lynne Woods Turner,1
"N.V. Schlegel S.A., Gistel, Belgium",1
Sture Johannesson,1
Per Bernsten,1
Lucien Mainssieux,1
Todd Phillips,1
S.L.A. Marshall,1
Jeff (Jeff Russell),1
Wilhelm Friedrich Bürger,1
"Markus Nevalainen, Kari Sivonen",1
Carlo Zen,1
Thornton Willis,1
Adolf Meyer,1
Maina-Miriam Munsky,1
"Lawrence Weiner, Peter Gordon",1
"Lodovico Barbiano di Belgiojoso, Enrico Peressutti, Ernesto Nathan Rogers",1
Ella Steigelman,1
Pach Brothers,1
Adam Bujak,1
Hans Feibusch,1
Grant T. Reynard,1
John H. Lickert,1
"Markus Leixner, Sarah Schneider",1
Oswald Tschirtner,1
Edmondo Bacci,1
Chizuko Yoshida,1
John Costigan,1
Han Schuil,1
Aoki Toshio,1
Margaret Moulton,1
Christoph Schlingensief,1
"John Barnard, Ferrari S.p.A., Maranello, Italy",1
Gordon Randall Perry,1
Jim Mickle,1
"Louise Bourgeois, Gravure, New York",1
Dan Peterman,1
Vernon Stallings,1
"Otto Muehl, (Siegfried Klein) Khasaq",1
Ken Danby,1
Alfred A. Hart,1
José Milner Cajahuaringa,1
Charles Boily,1
K. Hinterberger,1
"Tim Rollins, K.O.S. (Kids of Survival), Angel Abreu, Jose Burges, Robert Delgado, George Garces, Richard Lulo, Nelson Montes, José Parissi, Carlos Rivera, Annette Rosado, Nelson Ricardo Savinon",1
"NEC Design, Ltd.",1
Lauri Rosenwald,1
"Edward C. (""Pa"") Hunt",1
"Rebecca Cammisa, Rob Fruchtman",1
Ulrike Nattermuller,1
Lynn Marie Kirby,1
Clarissa Sligh,1
"Various Artists, Alfred Jarry, Pierre Bonnard",1
Lynn Bowers,1
Santana,1
Kurt Wirth,1
"Darrell Landrum, Louis J. Zerbee",1
Via Lewandowsky,1
Roberto Berdecio,1
Miriam Bat-Yosef,1
Shigeru Izumi,1
"Robert Venturi, Denise Scott Brown",1
Nathan Coley,1
Vladimir Burliuk,1
Constantine Manos,1
Robert Kozma,1
Didier Vermeiren,1
Robert E. Marx,1
Arch Connelly,1
"Giancarlo Mattioli, Gruppo Architetti Urbanisti Città Nuova",1
Pedro Millar,1
Florian Pumhösl,1
"Susan Hapgood, Kim Sooja",1
Hille,1
"Various Artists, Paul Sharits, Bob Grimes, Greg Sharits, David Thompson",1
Else Alfelt,1
"Various Artists, Olga Rozanova, Nikolai Kul'bin, Natalia Goncharova, Aleksei Kruchenykh, Kazimir Malevich, Natan Al'tman",1
"Steina, Woody Vasulka, Bradford Smith",1
Carlos Bunga,1
Gabriel Lévêque,1
Kenneth Hiebert,1
Harry Gottlieb,1
Charles Hoff,1
"Various Artists, Gaston Darbour, C. Léandre, Henri (Paul Herrmann) Héran, E. A. Wéry",1
Ronald Jones,1
Freddie Yauner,1
"Top O'Graphic, Anna Persiani",1
"Various Artists, James McNeill Whistler, Armand Séguin, L. Roy, Roderic O'Conor, Alain Jans, Charles Filiger, Georges D'espagnat, Maurice Delcourt, Henri Rousseau, Richart Gheym, Valère Bernard",1
Committee on Public Information,1
"Enric Miralles, Carme Pinos",1
Arthur N. Christie,1
William Bryant,1
Dimitri Mikhailovich Krasnopevtsev,1
"Hipgnosis, George Hardie",1
Harrison Fisher,1
Richard Drew/Associated Press,1
"Mihajlo Arsovski, Zvonimir Golob",1
John Noneman,1
"Renzo Piano, Noriaki Okabe",1
Maya Ying Lin,1
Beckermann,1
Charles Harry Jones,1
Peter Coffin,1
George Rickey,1
"Brigadas Ramona Parra, Juventudes Comunistas de Chile",1
John Woo,1
Ceal Floyer,1
Liza Béar,1
Jaume Plensa,1
Lanier Graham,1
Richard Upton,1
"Craig Dykers, Kjetil Trædal Thorsen",1
Thon de Does,1
Payne Jennings,1
David Cort,1
Boni,1
Marcos Grigorian,1
"Various Artists, Laurie Anderson, John Giorno, William S. Burroughs",1
Emmanuel Yevzerikhin,1
Aino Aalto,1
Carl Bianga,1
Darrell Landrum,1
Angelo Patin,1
"Policeband, Dike Blair",1
"Paul Klee, Renatus Kuno",1
Jon Goodman,1
William L. Tolan,1
"Andy Warhol, Don Munroe",1
William H. Bell,1
H. Glintenkamp,1
"Various Artists, Joan Miró, Max Ernst, Yves Tanguy",1
Peter Hajnoczky,1
Andrea Branzi,1
Natacha Carlu,1
Edward Countey,1
Emily Feather,1
Lynn Shelton,1
Helen Joy Weinberg,1
"Christine Boyer, Cornelia Lauf",1
Wendell Castle,1
"Paula Scher, Richard Avedon",1
Crispin Jones,1
Zheng Guogu,1
Eran Schaerf,1
Stephen Armellino,1
Viviane Sassen,1
Ludovico Mares,1
"John Rieben, John Massey",1
Delphine Seyrig,1
"Diana Ross, Andy Warhol",1
"Vladimir Burliuk, Aleksei Kruchenykh, Kirill Zdanevich",1
"Unknown photographer, Francis Carco",1
Richard Kahn,1
"Pierre Alechinsky, Karel Appel",1
Helen Chadwick,1
Moisei Levin,1
Pierre Flouquet,1
John J. A. Murphy,1
Thinking Machines Corporation,1
"Bob Seidmann, Mick Milligan, ATCO Records",1
Theodor Paul Etbauer,1
"Robert Frank, John Van Hamersveld, Norman Seeff, Rolling Stones Records",1
Frank Sellitto,1
Paul Leni,1
Maurice Man,1
Sidney Jack Hurwitz,1
Neil M. Denari,1
"Ecke Bonk, Typosophic Society",1
Shoji Ueda,1
"Raindance Corporation, Frank Gillette, Michael Shamberg, Paul Ryan",1
"Ximena Cuevas, Fito Doring",1
James Wallace Black,1
Zacron (Richard Drew),1
Sandra Semchuk,1
Martine Aballea,1
Matthew Ronay,1
Z. Robaszek,1
Hans Coray,1
"Various Artists, Lee Bontecou, Chryssa, Allan D'Arcangelo, Sam Francis, Claes Oldenburg, Larry Rivers",1
Roman Coppola,1
Kirsten Kraa,1
Deborah de Moulpied,1
Kim Beom,1
Barbara Blondeau,1
"Venturi and Rauch, Robert Venturi, John Rauch",1
Robert Conover,1
Ayse Erkmen,1
Jan Henle,1
Gerardus Hendrik (Geert) Grauss,1
"Martin Kippenberger, Luis Claramunt, Michael Krebber, Sven-Åke Johansson",1
Mark Innerst,1
"Solari di Udine, Italy",1
"Various Artists, Andy Warhol, Frank Stella, Bruce Nauman, Robert Morris, Jasper Johns, Robert Rauschenberg, John Cage",1
Thornton Dial,1
"Menlo Textiles, Menlo Park, CA",1
"Mason Williams, Edward Ruscha",1
Hasegawa Sabro,1
Theora Hamblett,1
So Young Kim,1
Henry B. Robertson,1
"Robert Filliou, Daniel Spoerri, Roland Topor",1
Justino Serralta,1
"Dieter Roth, Björn Roth",1
"Louise Lawler, Max Becher",1
"Nam June Paik, Dimitri Devyatkin",1
Benjamin Péret,1
"Andrea Klein, Annie Leibovitz",1
William Rittase,1
"Michael Watling, Peter Haythornthwaite, Andrew Haythornthwaite, David Haythornthwaite, Dean Edgington, Opdo Limited, Haythornthwaite//Creativelab",1
Petah Coyne,1
Waltham Screw Co.,1
"Lourdes Portillo, Nina Serrano",1
Thomas Eriksson,1
"Various Artists, John Cage, Lejaren Hiller, Ben Johnston",1
Howard Head,1
"Bjørn Refsum, Hilde Angelfoss Øxseth, K8 Industridesign, Bård Eker Industrial Design",1
Frédéric A. Flacheron,1
"James Corner, Field Operations, New York, Diller Scofidio + Renfro",1
Michael Mullen,1
"Equipo Crónica, Marco Castillo, Rafael Solbes, Manuel Valdes",1
Ludvik Durchanek,1
A. Graves & Cie.,1
Carl Chiarenza,1
"The Winsted Hardware Manufacturing Co., Winsted, CT",1
"Antonio Muntadas, Branda Miller, Chip Lord",1
Helmuth Kurtz,1
Alfredo Barbini,1
Paul Petricone,1
"Neri Oxman, Mediated Matter Group, W. Craig Carter, Joe Hicklin, Turlif Vilbrandt",1
Teresa Zabala,1
Charles L. Goeller,1
"Blackstar Publishing Co., Inc.",1
"Various Artists, Willem de Kooning, Elaine de Kooning, Alex Katz, Jane Freilicher, Jim Dine, Larry Rivers, R. B. Kitaj, Richard Avedon",1
"Various Artists, Terry Riley, Hannah Weiner, H. C. Westermann, Roland Renrose, Ronnie Landfield, Joseph Kosuth, Dick Higgins, William Bryant, Enrico Baj, Aftograf, John Battan",1
Edward Keating/The New York Times,1
Stephen Mathewson,1
Wally Hedrick,1
D. F. Barry,1
"Ruth Anderwald, Leonhard Grond",1
Yoshiyuki Iwase,1
"Christian Sander, Josef Klima",1
Edward Fitzgerald,1
Duan Jinchuan,1
"Naum Gabo, Antoine Pevsner",1
Charles Hopkinson,1
P. Suvorov,1
"Cadavre Exquis, Yves Tanguy, Joan Miró, Max Morise, Man Ray (Emmanuel Radnitzky)",1
William Keighley,1
Rudi Molacek,1
Emilie V. Clarkson,1
Herb Snitzer,1
James (Arthur) Fallon,1
Augusto Concato,1
"Bill Moggridge, Stephen Hobson, Glenn Edens",1
Bernard Quentin,1
L. Harris,1
"Anarchy 6, Raymond Pettibon",1
"New Orleans Video Access Center, Andy Kolker, Louis Alvarez",1
"SHoP Architects PC, Christopher R. Sharples, Kimberly J. Holden, Gregg A. Pasquarelli, William Sharples, Coren Sharples",1
Robert Genin,1
"Lado Gudiashvili, Aleksei Kruchenykh, Ser-Gei [Sergei Skripitsyn], Igor' Terent'ev, Il'ia Zdanevich",1
Marianne Breslauer,1
Bronwen Findlay,1
Les Broersma,1
Georg Chaimowicz,1
Friedl Holzer-Kjellberg,1
"Rory McEwen, Kenneth Koch",1
Peter Piller,1
Keiji Uematsu,1
Shuji Mukai,1
Jaume Juez i Castella (Xirinius),1
Juan O'Gorman,1
González Ruiz,1
Nadezhda Udal'tsova,1
Hildegarde Haas,1
Jack Coughlin,1
Gregory Hoblit,1
Ottokar Koeppen,1
Raymond Loewy Associates,1
Isamu Kenmochi,1
Hananiah Harari,1
Théodore (Stravinsky) Strawinsky,1
Mark Sheinkman,1
Max Hunziker,1
"Bob Pellegrini, Department of Publications and Urban Design, Organizing Committee of the XIX Olympiad, Miguel Galas S.A., Mexico City",1
Ekkehard Fahr,1
"Technics, Secaucus, NJ",1
Rudolph Janu,1
"Ernst Caramelle, von Foerster",1
"Blutch, Charles Burns, Marie Caillou, Pierre Di Sciullo, Lorenzo Mattotti, Richard McGuire",1
E. Bakalowitz Söhne,1
James Byrne,1
Louis Adolphe Humbert de Molard,1
Gerald Murphy,1
John Hays Hammond,1
Tony Wright,1
Coconut,1
Shigeyoshi Morioka,1
"Various Artists, Allan Kaprow, Lette Eisenhauer, Red Grooms, Allan D'Arcangelo, Boris Lurie, Jim Dine, Stephen Durkee, Stanley Fisher, George Brecht, Robert Indiana, Robert Whitman, Roy Lichtenstein, Claes Oldenburg, James Rosenquist, George Segal, Richard Stankiewicz, Wayne Thiebaud, Andy Warhol, Robert Watts, Sam Goodman",1
"Santina Bonini, Ernesto Spicciolato",1
"Super Session, Raymond Pettibon, Raymond Pettibon",1
Djamshed Usmonov,1
Francis Celentano,1
Byron Thomas,1
Emilio Rodríguez Larraín,1
"Charles Eames, Gregory Ain, Harry Bertoia, Norman Bruns, Ray Eames, Marion Overby",1
Nicolas Roope,1
Engel-Pak,1
"Eduardo Terrazas, Lance Wyman",1
Dana Atchley,1
Raúl Martínez,1
"Franciszka Themerson, Stefan Themerson",1
Stephen Buckley,1
Robert Polidori,1
Colin Lee,1
"Margarita D'Amico, Manuel Manzano",1
John Schlesinger,1
Roger Vail,1
Urs Lüthi,1
Antonio Bandeira,1
Burt Payne 3,1
"Margaret Macdonald, Frances Macdonald, J. Herbert McNair",1
Albert Nagele,1
Nora Speyer,1
"A. Michael Noll, R.C. Lummis, M. M. Sondhi",1
"Robert Dumas-Hermes, Ward Bennett",1
Jerry Moberg,1
Andrei Zvyagintsev,1
Rafael França,1
Bengt Landin,1
Josep Subirats Samora,1
William H. Gallagher/Associated Press,1
Robert Osborn,1
A. Gisiger,1
Olaf Martin Peder Væring,1
Michael Buthe,1
Sadamasa Motonaga,1
"Given Imaging Ltd., Israel",1
"Louis Majorelle, Daum Frères, Nancy, France",1
Rudi Lesser,1
Olaf Breuning,1
Vincent Kohler,1
Morihiro Wada,1
Charles Damiano,1
Timm Ulrichs,1
Erik Ortvad,1
"Ben Vautier, Willem de Ridder, Brion Gysin, Giuseppe Chiari",1
Cathy Wilkes,1
Robert Huot,1
Shambhavi,1
"Maria Martinez, Popovi Da",1
Manolo Millares,1
"Various Artists, David Burliuk, Vladimir Burliuk, Pavel Filonov, Jean Pougny (Ivan Puni), Olga Rozanova",1
Avigdor Arikha,1
Eugeniusz Stankiewicz,1
Melvin Zabarsky,1
Charles W. Carlson,1
"Burt Gillett, Bill Roberts",1
Brett Whiteley,1
Jacques Lacomblez,1
Stevan Dohanos,1
Pentti Kaskipuo,1
Akira Kono,1
Fox News,1
"Hanne Darboven, Roy Colmer",1
"Francisco Uribe, Department of Publications and Urban Design, Organizing Committee of the XIX Olympiad",1
Calvin Marcus,1
"Dinh Q. Lê, Hai Quoc Tran, Le Van Danh, Phu-Nam Thuc Ha, Tuan Andrew Nguyen",1
Steve Lacy,1
Gray Foy,1
Elizabeth McLennan,1
Ivan Tabakovic,1
"Tim Rollins, K.O.S. (Kids of Survival), Annette Rosado, José Parissi, George Garces, Nelson Savinon, Angel Abreu",1
Hans H. Rath,1
Christian Dotremont,1
Romain Urhausen,1
Clarence William Anderson,1
"John Lasseter, Joe Ranft",1
"Max Miedinger, Edouard Hoffmann",1
"Michael C. Gross, Bob Pellegrini, Department of Publications and Urban Design, Organizing Committee of the XIX Olympiad",1
Ray Eames,1
Albert Guillaume,1
Egidio Bonfante,1
Sergei Sen'kin,1
Yoji Yamamoto,1
Carl Jacobs,1
Eric Paddock,1
Henry Ruschin,1
Curtis Moffat,1
Vernon P. Steele,1
Jean-Pierre Sudre,1
Elsa Cayo,1
Zeigam Azizov,1
Atelier Eggers,1
Ros Barron,1
Mirosław Ryszard Ryszard,1
"Henry Disston & Sons, Inc.",1
Lonnie van Brummelen,1
Henry Hathaway,1
Takeo Nagasawa,1
Todd McCarthy,1
Victor Delhez,1
"The Beatles, Richard Hamilton",1
End Conscription Campaign (ECC),1
José Pavon,1
Reuben Tam,1
Thomas Lanigan-Schmidt,1
György Konecsni,1
"MSGS (Manteola, Sanchez Gomez, Solsona) Buenos Aires, Flora Manteola, Javier Sánchez Gómez, Justo Solsona, Carlos Libedinsky, Antonio Diaz, Rao",1
"Various Artists, F. Cormon, Henri-Patrice Dillon, P. C. Helleu, V. Prouvé",1
G.R.A.M.,1
Georg Meistermann,1
"Toray Industries, Inc., Tokyo",1
"Various Artists, Eric Andersen, Ay-O, George Brecht, John Chick, Robert Filliou, Albert M. Fine, Ken Friedman, Hi Red Center, Jack Coke’s Farmer’s Co-op, Joe Jones, Alison Knowles, Takehisa Kosugi, Shigeko Kubota, George Maciunas, Olivier Mosset, Serge Oldenbourg, Benjamin Patterson, James Riddle, Mieko Shiomi, Ben Vautier, Robert Watts",1
Kinsuke Shimada,1
Gerhard Hoehme,1
Johan Thorn Prikker,1
Edith M. Barber,1
"Various Artists, Sophie Taeuber-Arp, Léo Leuppi, Hans Fischli, Hans Erni, Serge Brignoni, Vreni Löwensberg, Richard Paul Lohse, Max Huber, Hans Hinterreiter, Max Bill",1
Eugène Piot,1
Eric Goetz,1
A. Foncelle,1
Arian Brekveld,1
"Westinghouse Electric & Mfg. Co., NY",1
Hirokazu Koreeda,1
"Annette Messager, Jean-Philippe Toussaint",1
Kelly McLane,1
"Álvaro Barrios, David Leidig",1
"Bossi, Mortara",1
James Tenney,1
"Elizaveta Dorfman, B. Tatarinov",1
James Wyeth,1
André Lanskoy,1
Press Illustrating Company,1
Tetsoro Oya,1
Thomas E. Noy,1
Reese Williams,1
Stanley Silver,1
Auguste Belloc,1
German Bobe,1
Peter Pfisterer,1
John Byam Shaw,1
Douglas C. Pizac/Associated Press,1
"George Howe, William Lescaze",1
J. Abbott Miller,1
Hans Eijkelboom,1
Stephen Lynn Berens,1
Fujiko Nakaya,1
Cazals,1
Gorgona artists group,1
John Covert,1
Marfurt,1
Richard Francisco,1
Lutz Bacher,1
Jean-Baptiste Mondino,1
John Muafangejo,1
Katherine Schmidt,1
Jean Piaubert,1
Ken Schles,1
Michael Raedecker,1
"Anthony Dunne, Fiona Raby, Dunne & Raby, Noam Toran",1
Alfred Willimann,1
Sofia Goscinski,1
"José Chávez Morado, Anonymous Authors",1
Eugenio Tellez,1
"Henri Matisse, Mourlot, Paris",1
Hartmut Friedrich,1
Paulus van Leeuwen,1
Josephine Taylor,1
Marlene McCarty,1
Howard Giles,1
John Sennhauser,1
Andrez Wajda,1
"Bruno Beye, Alfred Zacharias",1
Charles Arnoldi,1
Tzarskoe Selo C.E. de Hahn & Co.,1
Irwin Kremen,1
"Wenger, Switzerland",1
Yasuhiro Kira,1
Shelby Lee Adams,1
John Wilson,1
Li Yang,1
Moshekwa Langa,1
"Patricia Urquiola, Eliana Gerotto",1
"Victor Moscoso, Raoul Ubac",1
Eichinger oder Knechtl,1
William Ronald,1
Julia Lohmann,1
"Joyce Wieland, Hollis Frampton",1
Loescher & Petsch,1
Donald Munson,1
Ericka Beckman,1
Izika Gaon,1
Eric Mendelsohn,1
"Keith Haring, Sean Kalish",1
"Saul Bass, Elmer Bernstein, Decca Records",1
"Hans Richter, El Lissitzky, Werner Graeff, Ludwig Mies van der Rohe, Frederick Kiesler",1
Daniel Sinsel,1
Schneck,1
Arnold Crane,1
"Edmund Collein, Heinz Loew",1
Isaac I. Cole,1
Pierre Gauchat,1
Walter Tandy Murch,1
Josephine Meckseper,1
Lewis De Soto,1
"Various Artists, George Brecht, Willem de Ridder, Albert M. Fine, Ken Friedman, Shigeko Kubota, Frederic Lieberman, George Maciunas, Claes Oldenburg, Benjamin Patterson, James Riddle, Paul Sharits, Bob Sheff, Ben Vautier, Robert Watts",1
Pat Sullivan,1
"James Auger, Jimmy Loizeau, Design Interactions Department, Royal College of Art",1
George Reavey,1
Yoshihiro Kimura,1
Denier Studio,1
Albert Newall,1
"Various Artists, Tony Conrad, Jutta Koether, John Miller",1
Olga Costa,1
Hakuyu Seki,1
Christopher Giglio,1
Giovanni Patrone,1
Mickalene Thomas,1
Ernest Race,1
Jedd Garet,1
William Villalongo,1
Deli Sacilotto,1
Martin Schneider,1
Annika Eriksson,1
Carl Walters,1
"Spike Lee, Public Enemy",1
Steven E. Nestler,1
"Albert Maysles, David Maysles",1
Juvenal Sansó,1
Gabriel Morera,1
Paul Bruno,1
"Paul Elliman, Fiona Banner",1
"Poul Cadovius, Charles J. Mauro",1
"Paul Strand, Charles Sheeler",1
Juan Di Sandro,1
Benno Wissing,1
Miguel Angel Rios,1
"Elizabeth Diller, Ricardo Scofidio",1
Daniel Schmid,1
Marcus Geiger,1
Morton Goldsholl,1
"Doshi Levien, UK, Nipa Doshi, Jonathan Levien",1
Elaine May,1
Tokiyoshi Tsubouchi,1
Sibyl Anikeef,1
Richard Van Buren,1
Adrian Jones,1
Gabriele Münter,1
"Scovill Mfg. Co., Plumbers Brass Goods Div., Waterbury, CT",1
Dezentrale Medien,1
"United Nations Headquarters Board of Design, Wallace K. Harrison, Max Abramovitz, Oscar Niemeyer, Le Corbusier (Charles-Édouard Jeanneret)",1
Robert Meyers,1
James H. Dougherty,1
Robert Gardner,1
Brian J. Watson,1
Richard M. Margolis,1
Herbert Kline,1
"Dominique Perrault Architecture, Paris, Dominique Perrault",1
"Keith Fulton, Louis Pepe",1
Jovan Kratohvil,1
"David Bowie, Matthew Rolston",1
T. H. Robsjohn-Gibbings,1
Dennis Masi,1
Charlemagne Palestine,1
Meiro Koizumi,1
Aleksandr Deineka,1
Robert Engman,1
Bruce Pearson,1
"Louis Comfort Tiffany, Tiffany Studios, New York, NY",1
Enric Ricart,1
Athena Tacha,1
Leopoldo Tartarini,1
Christian Flamm,1
Lisa Fromartz,1
John Nagel,1
Alix Pearlstein,1
"Charlotte Perriand, Ateliers Jean Prouvé, Nancy, France",1
John Claude White,1
Torben Holmback,1
"Mary Jo Walters, Martha Rosler",1
Fredrick J. Whiteman,1
Peter Sohn,1
Bernard Cheese,1
"Francis Alÿs, Olivier Debroise",1
Kathy Acker,1
Lucjan Mianowski,1
"Gerhard Rühm, Peter Singer",1
Carol,1
Barbaralee Diamonstein,1
Karl Otten,1
John Northcote Nash,1
Boris Lurie,1
Jack Taylor,1
Thomas George,1
Palmer Hayden,1
"R. Buckminster Fuller, Shoji Sadao",1
Mary Adshead,1
"Fairchild Aerial Surveys, Inc.",1
"Edward Ruscha, Mason Williams, Patrick Blackwell",1
"George Brecht, George Maciunas",1
"Sigmar Polke, Griffelkunst-Vereinigung, Hamburg",1
Peter Fend,1
Fritz Kühn,1
"Iñaki Ábalos, Juan Herreros",1
Ivan Leonidov,1
Nicos Zographos,1
Gustav Heinrich Wolff,1
Emile Clouet,1
"Marguerite van Cook, James Romberger",1
Bill Parsons / Nancy Palmer Agency,1
Phillip King,1
Dag Alveng,1
Keith Pannel/Mail on Sunday,1
Olli Aninbaum,1
Margarethe von Trotta,1
Jhoon Rhee,1
Fritz Bultman,1
Vsevolod Pudovkin,1
Cristobal Arteche,1
Grigorii Bershadskii,1
Antonina Sofronova,1
Pier Paolo Pasolini,1
Regina Schmeken,1
Dale Henry,1
Yael Bartana,1
Luc Delahaye,1
Shini Pararajasingham,1
"Emmett Williams, Daniel Spoerri",1
Joseph Janvier Woodward,1
Tim Gidal,1
"Dee Dee Halleck, David Thorne",1
Mirko,1
Massoud Hassani,1
"Irwin Gershen, Gershen-Newark",1
Thomas Mohr,1
David Dobkin,1
P. H. Caswell,1
"Hajime Sorayama, Sony Corporation, company design",1
Peggy Preheim,1
Emil Schumacher,1
"Muntean/Rosenblum, Adi Rosenblum, Markus Muntean",1
"Franz Fassler, Fred Mayer",1
Richard W. Landis,1
Daniela Rossell,1
Claud Lovat Fraser,1
"Charles Le Bargy, André Calmettes",1
Alex Holdridge,1
"Erik van Blokland, Just van Rossum",1
Marian Zazeela,1
"Charlotte Perriand, Le Corbusier (Charles-Édouard Jeanneret), Pierre Jeanneret",1
Peter Sandbichler,1
Gunvor Nelson,1
Charles Lassiter,1
George Lynn,1
"Various Artists, Emma Amos, Eleanor Antin, Nancy Azara, Betsy Damon, Mary Beth Edelson, Lauren Ewing, Harmony Hammond, Joyce Kozloff, Diane Neumaier, Faith Ringgold, Miriam Schapiro, Carolee Schneemann, Joan Semmel, Sylvia Sleigh, Joan Snyder, Nancy Spero, May Stevens, Athena Tacha, June Wayne, Martha Wilson",1
Dawoud Bey,1
Marie Carlier,1
Agnes Lyall,1
Bob Evans,1
James C. Hare/Colliers Weekly,1
"Ben Vautier, Various Artists",1
William Kriz,1
"Akihiko Tsukamoto, Akira Inada",1
Keith Godard,1
Lette Eisenhauer,1
Jane Knížák,1
"Antonio Bonet, Juan Kurchan, Jorge Ferrari Hardoy",1
Jeanne Silverthorne,1
Critical Art Ensemble,1
Joseph Forakis,1
"Robert Rauschenberg, Edwin Schlossberg, Robert Rauschenberg",1
Bent Hedegaard Nobert,1
Shoichiro Azuma,1
Dudley Hardy,1
Ferdinand Schmatz,1
"Pininfarina (Battista ""Pinin"" Farina)",1
Yasumasa Morimura,1
Anatolli Skurikhin,1
Ignazio Gardella,1
Georges Lemmen,1
"Philip Virus, Alec Empire",1
Desiderio Hernández Xochitiozín,1
Tim Sharp,1
Fukita Fumiaki,1
Jorge Gaggero,1
Bert Haanstra,1
"Peter Saville, Factory Records, Manchester, Henri Fantin-Latour",1
Olof Backman,1
"Compagnie de L'Esthétique Industrielle (CEI) - Raymond Loewy, Paris",1
Yong Soon Min,1
Kate Harris,1
André Minaux,1
William Kienbusch,1
Wijnanda Deroo,1
"Günter Zamp Kelp, Laurids Ortner, Manfred Ortner, Klaus Pinter",1
Haluk Akakçe,1
Werner Klemke,1
C.N. and Company,1
Ramin Bahrani,1
John R. Carroll,1
Charles Winter,1
"IBM, East Fishkill, NY",1
Check  Boterf,1
Emmanuel-Joseph-Raphael Orazi,1
Kanji Hongu,1
Tamar Cohen,1
Geschäftsstelle des Bürger-Rates von Groß-Berlin,1
Dorr Bothwell,1
Sugeru Kume,1
"Ernesto Bruno La Padula, Giovanni Guerrini, Mario Romano, Mario Romano, Giovanni Guerrini",1
Jeremy Shaw,1
"Leonardo Finotti, Ramiro Bascans, Thomas Sprechmann, Arturo Villaamil, Héctor Vigliecca",1
Laurence Bradshaw,1
"Compagnie de L'Esthétique Industrielle (CEI) - Raymond Loewy, Paris, Douglas Kelley, Roger Riche",1
John Behringer,1
"Massimo Banzi, David Cuartielles, Tom Igoe, Gianluca Martino, David Mellis, Arduino SA",1
Otto Natzler,1
"Steina, Woody Vasulka, Jeffrey Schier",1
Gustav Kluge,1
Carlus Dyer,1
"Paulette Phillips, Geoffrey Shea",1
"Rosa Brückl, Gregor Schmoll",1
"Jerry Harrison, David Byrne, Jimmy Garcia, Spencer Drate, Sire Records",1
