,Name
Marilyn Minter,3
Nick Roericht,3
Josef Frank,3
Henri Pribik,3
Aleksandr Sokurov,3
Georges Mathieu,3
Ruth Bessoudo Courvoisier,3
Baz Luhrmann,3
Thomas Bamberger,3
Lara Schnitger,3
Ken Jacobs,3
Alice Trumbull Mason,3
George McNeil,3
Leonid (Leonid Berman),3
"Jane Wilson, Louise Wilson",3
"Max Burchartz, Johannes Canis",3
Oswald Haerdtl,3
Moissey Kogan,3
Hoechst Trevira GmbH,3
Felix Droese,3
Milton Rogovin,3
Roberto Burle Marx,3
Marc Berthier,3
Miyako Ishiuchi,3
Ernst Fuchs,3
David O. Russell,3
Edi Hirose,3
Giuseppe Capogrossi,3
Antonio Dias,3
Charmion von Wiegand,3
Peter Brüning,3
André Mare,3
Amy Gartrell,3
Lynette Yiadom-Boakye,3
Susan Turcot,3
Ernest Cole,3
Philip Knoll,3
Samuil Adlivankin,3
Huang Yan,3
Stuart Brisley,3
"DAS INSTITUT, Kerstin Brätsch, Adele Röder",3
Ronald L. Grow,3
Willard Worden,3
Hiroyuki Tazawa,3
Jo Ann Walters,3
"Aktuální umĕni, Milan Knížák, Jan Mach, Vit Mach, Sonia Švecová, Jan Trtílek",3
Vilmos Huszár,3
"Ernesto Bruno La Padula, Giovanni Guerrini, Mario Romano",3
"John Melin, Anders Osterlin",3
"Mauricio Pezo, Sofía von Ellrichshausen",3
Irving Petlin,3
Childe Hassam,3
Ardele Lister,3
Teiji Furuhashi,2
Claudio Bravo,2
Armand M. Rassenfosse,2
"Hewlett-Packard Company, Santa Clara, CA",2
"Edward Weston, Margrethe Mather",2
Vaclav Vytlacil,2
Roloff Beny,2
John Houck,2
Ecke Bonk,2
Luis Arenal,2
Howard Smagula,2
"Daizaburo Harada, Haruhiko Shono",2
Nikolai Lavrent'ev,2
Daniel Gordon,2
"Sanja Iveković, Dalibor Martinis",2
"Koichi Sato, Junshi Nakamichi",2
René Herbst,2
Susan Unterberg,2
Giuseppe Guerreschi,2
Clement Meadmore,2
Tadeusz Dominik,2
Jesper Just,2
Luis Buñuel,2
Steve Barraclough,2
Alena Kucerova,2
Annett Zinsmeister,2
Walter Quirt,2
Nancy Grossman,2
Peter Paul,2
Takeichi Hotta,2
Cameron Rowland,2
A.K. Burns,2
Arthur Soll,2
James Fitton,2
Jerry Anderson,2
Joseph Turner Keiley,2
Harold Weston,2
Adam Pendleton,2
Steven D. Foster,2
Gregory Crewdson,2
"David Burliuk, Vladimir Burliuk, Vasilii Kamenskii",2
Yoshitoshi Mori,2
Hein Gravenhorst,2
André Bauchant,2
Martin Maloney,2
Gaston Louis Roux,2
"Albin J. Herek, Philip V. Leivo",2
"Paul McCarthy, Nancy Buchanan",2
David Leach,2
Martine Barrat,2
Georgii Stenberg,2
Fritz Goro,2
Nicholas Africano,2
Dagron & Cie.,2
Julian E. Levi,2
Willy Jaeckel,2
André Verlon,2
Ansei Uchima,2
"Gwathmey Siegel & Associates Architects, Charles Gwathmey, Robert Siegel",2
Gilván Samico,2
Barton Silverman/The New York Times,2
David Ligare,2
Karin Apollonia Müller,2
Abraham Cruzvillegas,2
Louis Vivin,2
"Rodolfo Machado, Jorge Silvetti",2
Vincent Alan W,2
René Georges Hermann-Paul,2
Michael Singer,2
Sue Williamson,2
Barbara Degerman,2
Hannes Meyer,2
David Spear,2
Antonius Höckelman,2
Gus Van Sant,2
"Victor Masayesva, Jr.",2
Janet Fish,2
"Nikolai Kul'bin, Olga Rozanova",2
Irving Kriesberg,2
Claire Wagner Kosterlitz,2
Peter Bodner,2
Celestino Piatti,2
Ward Jackson,2
Mildred Thompson,2
Oscar Bony,2
Chris Schiavo,2
Reiner Schwarz,2
Erle Loran,2
Rubén Núñez,2
"Lucy McKenzie, Linder [Linda Sterling]",2
Shannon Ebner,2
Jussuff Abbo,2
Vernon Fisher,2
A. Michael Noll,2
Don Nice,2
Ger Lataster,2
"Synaptics Incorporated, San Jose, CA",2
TVTV,2
Ione Robinson,2
Julio Augusto Zachrisson,2
Patricia Urquiola,2
Flemming Bo Hansen,2
Odette Desgarets,2
Theodor Werner,2
Dan Miller,2
Antonia Campi,2
Jennifer Morla,2
Jay King,2
Konrad Wachsmann,2
Janice Kerbel,2
Albert Tucker,2
Deana Lawson,2
Claus Joseph Riedel,2
Claude Garache,2
Louis Lanzano,2
Karlheinz Stockhausen,2
Gerd Alfred Müller,2
Bruce Bennet,2
Margherita Manzelli,2
"St. Regis Paper Co., Panelyte Div., New York, NY",2
Mario Cravo Neto,2
Jimmy Ernst,2
Wilhelm Gimmi,2
Terence Davies,2
X3 Studios,2
Francis Edmund Currey,2
Dan Christensen,2
Frederick Wardy,2
Jonas Mekas,2
G. John Friedlander,2
Claude Viseux,2
Steven Holl Architects,2
"Olga Rozanova, Iosif Shkol'nik",2
"Gustav Klutsis, Solomon Telingater",2
Jerry Dantzic,2
Roderic O'Conor,2
Willem Hendrik Gispen,2
Louis Anquetin,2
St. Armand,2
"Various Artists, Minutemen, Black Flag, Saccharine Trust, Kindled Imagination, Artless Entanglements, Sharp Corners, Raymond Pettibon",2
Noriko Ambe,2
Fannie Hillsmith,2
Winfred Gaul,2
"Aldo Rossi, J. da Nobrega, J. Charters",2
"Marcel Broodthaers, Serge Vandercam",2
Louisiana Bendolph,2
Paulo Pires da Silva,2
Amy Sillman,2
Endre Tót,2
"Elsa Fischer-Treyden, Margret Hildebrand",2
"Shoe Form Co., Inc., Utility Box Div., Auburn, NY",2
Alex Brown,2
John Murray,2
Miguel Ortiz Berrocal,2
Wiktor Górka,2
Michael Morris,2
Tejo Remy,2
George Baldessin,2
Josef Levi,2
Emil Cardinaux,2
"Department of Publications and Urban Design, Organizing Committee of the XIX Olympiad, Michael C. Gross",2
Steve Poleskie,2
Wendy MacNeil,2
Lisa Crafts,2
Bernard Buffet,2
Tomonori Toyofuku,2
Ernst Lichtblau,2
The Beatles,2
František Vobecký,2
Robert Walker/The New York Times,2
U.S. Coast Guard,2
"The Nig-Heist, Raymond Pettibon",2
Lucas Blalock,2
Henri Goetz,2
Jan Staller,2
Harold Tovish,2
Firmin Bouisset,2
"Nikolai Lavrent'ev, Varvara Alexandrovna Rodchenko",2
Travers Vale,2
Hubertus von Pilgrim,2
Harmony Korine,2
Camille Graeser,2
"VALIE EXPORT, Ingrid Wiener",2
Hans Hinterreiter,2
Steven Parrino,2
Olaf Nicolai,2
Rudolf Baranik,2
Rollin Crampton,2
Emros Team,2
Louis Lafon,2
Adam Colton,2
Elaine Lustig Cohen,2
Abel Barroso,2
Luca Buvoli,2
Michael Webb,2
Owo,2
Hans Jurgen Spohn,2
Ondi Timoner,2
George Bissill,2
"Jessica Rosenkrantz, Jesse Louis-Rosenberg",2
Georges Blanc,2
Daniel Zelaya,2
Martin Boyce,2
Paul E. Hultberg,2
"Charles Gwathmey, Robert Siegel",2
John Von Wicht,2
Paul-Émile Borduas,2
"Paolo Taviani, Vittorio Taviani",2
Julien Vallou de Villeneuve,2
Kenji Kusaka,2
Robert Müller,2
Abdul Mati Klarwein,2
Takahisa Kamijyo,2
Genevieve Naylor,2
John Sayles,2
Leo Vroegindeweij,2
Mariano Andreù,2
Herbert Paus,2
Nancy Burson,2
Jim Amaral,2
Tone Vigeland,2
Yoshio Yoshida,2
Kawakami Sumio,2
Alfred Hitchcock,2
Mehrdad Yazdani,2
Alphonse Liébert,2
Joe Andoe,2
Denis Constanduros,2
Spike Jonze,2
Jac Leirner,2
Robert Farber,2
"Vittorio Gregotti, Lodovico Meneghetti, Giotto Stoppino",2
Alice Baber,2
"Anna Blume, Bernhard Blume",2
Emil Hoppe,2
Anna Atkins,2
Alberto da Veiga Guignard,2
Mika Rottenberg,2
M. Berthaud,2
"Viktor Bart, Natalia Goncharova, Mikhail Larionov, Aleksandr Shevchenko, Illarion Skuie, Anonymous Child",2
Carlos Garaicoa,2
Bettmann/United Press International,2
George Grantham Bain,2
Abraham P. Hankins,2
Wayne Gudmundson,2
"Eckersley Lombers, Thomas Eckersley, Eric Lombers",2
Bob Thompson,2
Carlos Amorales,2
Daniel Reeves,2
Jill Baroff,2
Susan Hiller,2
Mieczyslaw Wejman,2
John Steuart Curry,2
Catherine Wagner,2
Gio Ponti,2
Peter De Francia,2
Sam Gordon,2
Betty Clark Little,2
Priscilla T. Forthman,2
Göran Åslin,2
Jakob (Jack) Friedrich Bollschweiler,2
"Venturi and Rauch, Robert Venturi, John Rauch, Denise Scott Brown",2
André Favory,2
Berni Searle,2
Paul Morrisey,2
"David Bowie, Stanley Dorfman",2
Marco De Valdivia,2
John Lennon,2
George L. K. Morris,2
David Yates,2
Patricia Jon Carroll,2
Ko Nakajima,2
"Siv Helene Stangeland, Reinhard Kropf",2
Bronislaw Zelek,2
Nayland Blake,2
Clemens von Wedemeyer,2
Raymond Jordan,2
Paul Waldman,2
"Ivan Kliun, Igor' Terent'ev",2
Eva Rothschild,2
Erro (Gudmundur Gudmundsson),2
Kerstin Kartscher,2
David Lang,2
Jennie C. Jones,2
Robert Edmond Jones,2
Benton Spruance,2
Ross Lovegrove,2
Sanjeev Saith,2
Allyson Strafella,2
Meyer Liebowitz/The New York Times,2
Ylla,2
Alice Adams,2
Olivier Assayas,2
Ron Kleemann,2
Victor L. Schertzinger,2
Frank Stewart,2
Gordon Bennett,2
"Ben Faydherbe, Wout De Vringer",2
Elizabeth Blackadder,2
Henri-Patrice Dillon,2
Nair Benedicto,2
Kurt Schmidt,2
Max Kaus,2
F. Holland Day,2
Rachel Reichman,2
Rafael Ferrer,2
Bauhaus,2
Roxy Paine,2
Tony Urquhart,2
Merle Spandorfer,2
Albert E. Yersin,2
Carlo Ponti,2
Wayne Gravning,2
Cheryl Donegan,2
Anthony Gross,2
Jacob Kainen,2
"Kazuo Kawasaki, Ouzak Design Formation",2
James Seawright,2
"Fuller Fabrics, Pablo Picasso",2
Vincente Minnelli,2
"Pearl Thompson, Andy Vella",2
Wojciech Prazmowski,2
Herbert Tomlinson,2
"Fuller Fabrics, Fernand Léger",2
Louis Danziger,2
Per Maning,2
Judith Black,2
Jennett Lam,2
Philip Argent,2
Koen De Winter,2
Sam Salisbury,2
Peter Cain,2
Charles Simonds,2
"Joseph Beuys, Henning Christiansen",2
Charles Fahlen,2
Samella Lewis,2
Francisco Amighetti Ruiz,2
Robin Crozier,2
Bernard Joubert,2
Robert Wilhite,2
Marc Camille Chaimowicz,2
Lucy Skaer,2
Bengt Böckman,2
Euzhan Palcy,2
Congo (a Chimpanzee),2
Alex J. Ettl,2
Mary Curtis,2
Keith Smith,2
Michael Landy,2
Lance Wyman,2
Edgar Ainsworth,2
Ralph Goings,2
Domenico Gnoli,2
Reinhard Voigt,2
Samuel Maitin,2
"Barney Bubbles (Colin Fulcher), Stiff Records, London",2
Herb Quick,2
Vittorio Fiorucci,2
Anton Kannemeyer,2
"Lucie Rie, Hans Coper",2
Sofia Coppola,2
Ulrike Rosenbach,2
Dan Fischer,2
Christian Fossier,2
Lola Alvarez Bravo,2
Albert Herter,2
"Seguso S.R.L., Murano, Italy",2
Bjorn Wiinblad,2
Jean-Baptiste-Camille Corot,2
Arturo Ballester,2
"Toyo Ito & Associates, Architects",2
Marlow Moss,2
Madelon Vriesendorp,2
Domenico Bianchi,2
Avery Coffey Danziger,2
"Guy de Cointet, Robert Wilhite",2
Anthony Hernandez,2
British War Office,2
Philip Trager,2
Karel Vaca,2
Dara Friedman,2
Fabian Marcaccio,2
"C. Hugo Pott, Solingen, Germany",2
Peter Weibel,2
Antonin Artaud,2
Michele Abeles,2
Ruth Velissaratos,2
David Shterenberg,2
Derek Jarman,2
Adolf Benca,2
Ezio Martinelli,2
Simon Periton,2
Larry Zox,2
Richard Lacroix,2
"Hannah Wilke, Donald Goddard",2
"Robert Smithson, Nancy Holt",2
"Congress of South African Trade Unions (COSATU), South Africa",2
Flor Garduño,2
Roberto Estopinán,2
G. W. Bitzer,2
Steiner,2
Terry Allen,2
François Blanciak,2
Claudia Hart,2
"Various Artists, Descendents, Cheifs, Minutemen, Black Flag, The Stains, Peer Group, Vox Pop, Ken Starkey, Slivers, Saccharine Trust, Artless Entanglements, The Nig-Heist, Raymond Pettibon",2
Alfred Wallis,2
John Cromwell,2
Gerhard Rühm,2
"The L.S. Starrett Co., Athol, MA",2
Lane Twitchell,2
Tono Zancanaro,2
Adam McKay,2
Chuck Hoberman,2
"Erik Gunnar Asplund, Sigurd Lewerentz",2
Katherine Porter,2
Jean Crotti,2
Aaron Young,2
Bertall & Cie.,2
Tria Giovan,2
Douglas Baz,2
Emil Orlik,2
Fritz Lang,2
Ken Feingold,2
Knox Martin,2
Kisho Kurokawa,2
Harold Feinstein,2
Oswald Michel,2
Pat Andrea,2
Mariko Mori,2
Alex Hay,2
Yinka Shonibare,2
Ant Farm,2
Ernest Gusella,2
Majda Dobravec-Lajovic,2
"Mitsuo Maki, Hosowo Tomohiro, Kikukawa Katsuyoshi, M. Katsuyoshi",2
William Fares,2
Georg Tappert,2
Ibrahim Miranda,2
Henri Manguin,2
Todd Solondz,2
Yakov Guminer,2
Nathan Farb,2
Victor Fitzgerald,2
Jörg Hamburger,2
Harry van Kruiningen,2
Gregory Rukavina,2
Sideo Fromboluti,2
"Heinrich Richter-Berlin, Heinrich Hoerle",2
Ewa Partum,2
Mark Goodman,2
Louis Valtat,2
Unika-vaev,2
Clegg and Guttmann,2
"Theodore Waddell, Dante Bandini",2
John Taylor Arms,2
John McVicker,2
George Hoyningen-Huene,2
Lawrence Lebduska,2
Richard Mulligan,2
John Muench,2
Goran Paskaljevic,2
Max Gubler,2
Sylvia Wolf,2
Michaela Allan Murphy,2
Joel Coen,2
Toshiyuki Kita,2
Elias Friedensohn,2
Rodolphe-Théophile Bosshard,2
Paul Greengrass,2
Randall Green,2
Edward Burra,2
Walter Lippincott Goodwin,2
Lisa Steele,2
Alvin Lucier,2
Herbert G. Ponting,2
Edward Warren,2
C. & I. Hohenbüchler,2
Charles Herbert Woodbury,2
Monica Majoli,2
Rael San Fratello,2
Dieter Appelt,2
Todd Walker,2
Bjorn Copeland,2
Gunter Rambow,2
"Superstudio, Gian Piero Frassinelli, Alessandro Magris, Roberto Magris, Adolfo Natalini, Cristiano Toraldo di Francia",2
"Edwin Scharff, Renatus Kuno",2
Umberto Mastroianni,2
Vladimir Michailovich Konashevich,2
Sebastian Rodriguez,2
Kristin Lucas,2
Michel Szulc Krzyzanowski,2
Carl Holty,2
William Clutz,2
Mamma Andersson,2
"Vasilii Kamenskii, Aleksei Kruchenykh, Kirill Zdanevich",2
Linnaeus Tripe,2
Donald C. Fritz,2
Constance Brenner Vieira Da Cunha,2
Carol Block Taback,2
Edward Larrabee Barnes,2
Gloria Cortella,2
Derek Ryden,2
Stanley T. Clough,2
Wu Tsang,2
Eli Lotar,2
Evan Roth,2
Clare Rojas,2
Ion Bitzan,2
José Sabogal,2
Winston Roeth,2
Luca Crippa,2
Boris Ender,2
Pino Pascali,2
Yoichi R. Okamoto,2
Tom Knechtel,2
Eddie Dillon,2
Jonathan Nossiter,2
Cedric Hartman,2
Tom Hunter,2
"Tobia Scarpa, Afra Scarpa",2
Alain Jans,2
Victoria Sambunaris,2
Andrei Voznesensky,2
David Brown Milne,2
Werner Blaser,2
Joel Leivick,2
Jean Le Gac,2
Sam Watters,2
Osamu Kanemura,2
Klaus Rinke,2
Sewell Sillman,2
Joe Colley,2
Xu Zhen,2
Amy Granat,2
Maxime Lalanne,2
Jerzy Panek,2
"Fritz Bühler, Ruodi Barth",2
Mariah Robertson,2
Leo Manso,2
Gottfried Brockmann,2
Miguel Covarrubias,2
"Gabriele Nothhelfer, Helmut Nothhelfer",2
Mariana Cook,2
J.P. Munro,2
Alessandro Raho,2
Izis,2
Günther Ssymmank,2
Honoré Daumier,2
Gary L. Hallman,2
Marcos Irizarry,2
Richard A. Florsheim,2
Tamotsu Arikawa,2
"West Bend Aluminum Co., Wisconsin",2
Georgina Starr,2
Maximilian Kurzweil,2
Patrick Jouin,2
J. Pascal Sébah,2
Beth Campbell,2
Dorothy Hood,2
Carl-Harry Stålhane,2
Emma Lu Davis,2
Torun Bülow-Hübe,2
Thomas W. Winstead,2
Franz Josef van der Grinten,2
Llyn Foulkes,2
Maria Helena Vieira da Silva,2
Captain Beefheart (Don Van Vliet),2
William B. Post,2
Allan Rohan Crite,2
Laurenz Berges,2
Diango Hernandez,2
Clara E. Sipprell,2
Gajin Kosaka,2
Raymond Hains,2
Stanisław Ignacy Witkiewicz,2
"Una, Will De L'ecluse, Hans Bockting",2
"Ellsworth Kelly, Luc Derycke",2
Julie Becker,2
Shuichi Obata,2
Theodore Marston,2
Jan Vercruysse,2
Bernard Pfriem,2
"Shi Jian, Chen Jue",2
Jean Painlevé,2
Sandeep Mukherjee,2
Maximilian Luce,2
Don Eddy,2
Mackay Hugh Baillie Scott,2
"John Cage, Lois Long",2
Charles Camoin,2
Juan Sánchez,2
Peter Roehr,2
Xavier Guerrero,2
Forrest Bess,2
Rudolf Hoflehner,2
Robert Oberheim,2
Judith Godwin,2
Jordi Canudas,2
Paul Jeuffrain,2
Henry Ries,2
Karim Rashid,2
Jorge Damiani,2
"Afra Scarpa, Tobia Scarpa",2
Dan Asher,2
Eugene Speicher,2
Horst P. Horst,2
Bonnie Maclean,2
Jorge Guillermo Luna Ercilla,2
José Bedia,2
Achille Quinet,2
Marshall Hall,2
Robert Holmgren,2
"Med-Eng Systems, Inc.",2
Jim Gentes,2
Robert J. Simone,2
Susan Hambleton,2
Pavlos,2
"Gerhard Heufler, Hans Georg Schiebel",2
Louis-Emile Durandelle,2
Christopher Orr,2
Dennis Hopper,2
"Lance Wyman, Eduardo Terrazas, Department of Publications and Urban Design, Organizing Committee of the XIX Olympiad",2
Farnese de Andrade-Neto,2
Adolf Gustav Friedrich Schneck,2
Margrethe Mather,2
Lee Chesney,2
Accra Shepp,2
Christian Petzold,2
Thomas Lüchinger,2
Tim Gardner,2
Mervin Jules,2
Walter Dahn,2
Lucien Aigner,2
Riccardo Licata,2
Johann Loetz,2
David Prifti,2
Afro (Afro Basaldella),2
Albert York,2
Cedric Buchet,2
Sandu Darie,2
Wilhelm Schuler,2
Karen Heagle,2
Christopher Guest,2
"W.R. Case & Sons Cutlery Co., Bradford, PA",2
Kay Rosen,2
Jean McEwen,2
John E. Dumont,2
Elisabeth Frink,2
Michelle Segre,2
Jitka Hanzlová,2
Terence Koh,2
Alice von Pechmann,2
Moses Soyer,2
Théo van Rysselberghe,2
Ricky Swallow,2
Huguette Franco,2
Rolf Tietgens,2
"Nam June Paik, Shigeko Kubota",2
Frank Jay Haynes,2
Marilynn K. Yee/The New York Times,2
Giuseppe Gallo,2
Philip John Martin,2
Dawn Clements,2
Oscar Bluemner,2
A. F. Gangkofner,2
Tony Fitzpatrick,2
Wilson Bigaud,2
Dennis Hearne,2
Tancrède Synave,2
Edmond-François Aman Jean,2
Olle Baertling,2
William A. Wellman,2
Norman M. Jeannero/Times World Wide Photos,2
John Hoyland,2
Papo Colo,2
"V. Lorenzo Porcelli, Paul D. Miller",2
Bahman Ghobadi,2
Yang Fudong,2
James Valkus,2
Brendan Fowler,2
Carl T. Gosset Jr./The New York Times,2
Edward William Godwin,2
Dave Fleischer,2
Studio Opi,2
Kenneth McGowan,2
Mathias Poledna,2
Mauricio Guillen,2
"Jacques Villon, Henri Matisse",2
Robert Ingram,2
Graham Nickson,2
José Toirac,2
Sam Taylor-Wood,2
Akio Okumura,2
Gilbert Lesser,2
Walter Robinson,2
Laddie John Dill,2
Janet Sobel,2
Beauford Delaney,2
John Brook,2
Antonio Manuel,2
"Nikolai Kul'bin, Aleksei Kruchenykh",2
"El Ultimo Grito, Roberto Feo, Rosario Hurtado",2
Cosima von Bonin,2
Jessica Stockholder,2
Fumihiko Maki,2
Jacqueline Poncelet,2
Carl Pickhardt,2
Mieczyslaw Berman,2
Hermann Fauser,2
Carey Maxon,2
Jean L'Anselme,2
Nancy Buchanan,2
John Ford,2
Sandra Haber,2
Lisa Ruyter,2
Hermann Huber,2
Mimi Parent,2
Hajime Ohigashi,2
Aslı Çavuşoğlu,2
Stanley Boxer,2
Kengiro Azuma,2
Hipgnosis,2
Marko Turk,2
J. Gurney,2
Maurice Barraud,2
Nari Ward,2
Jean Berque,2
"Louise Bourgeois, Felix Harlan",2
Meredith Danluck,2
Betty Woodman,2
"Rem Koolhaas, Zoe Zenghelis",2
Miro Svolik,2
Alan Herman,2
B. Colin Greenly,2
Colette Alvarez Urbajtel,2
Joseph Szabo,2
"Iwan Baan, Herzog & de Meuron, Basel",2
"Selten Gehörte Musik, Dieter Roth, Gerhard Rühm, Oswald Wiener",2
Miriam Böhm,2
Valdo-Barbey (Valdo-Luis Barbey),2
Louis Abel-Truchet,2
Douglas Sandhage,2
Michael Joaquin Grey,2
Neïl Beloufa,2
"Auguste Rosalie Bisson, Louis-Auguste Bisson",2
John Bageris,2
Johan Van Der Keuken,2
Waldemar Cordeiro,2
Nancy Andrews,2
Mitchell Siporin,2
Guido van der Werve,2
Judith Bernstein,2
Harry J. Powell,2
Joëlle Tuerlinckx,2
"Natan Al'tman, Natalia Goncharova, Nikolai Kul'bin, Kazimir Malevich, Olga Rozanova",2
Cañavate,2
Jack Sonenberg,2
James Risser,2
"Aleksei Kruchenykh, Aleksandr Rodchenko",2
Samuel Bourne,2
Kurt Roesch,2
Kazuko,2
Leslie Thornton,2
Esphyr Slobodkina,2
John Emerson,2
Jessica Yu,2
Amado Mauprivez Oliver,2
Patty Chang,2
Luigi Massoni,2
April Greiman,2
Wallace Putnam,2
H. A. Rothholz,2
Semyon Fridlyand,2
Richard Merkin,2
Llewellyn Xavier,2
"Hil de Gard, Bodo Hell",2
José Damasceno,2
Sandy Walker,2
"Martin Kippenberger, Werner Büttner, Albert Oehlen, Markus Oehlen",2
Marcel Polak,2
Mike Nichols,2
Roberto Aizenberg,2
Alfred Fischer,2
"Various Artists, Raymond Pettibon",2
Rossini Perez,2
Philip Fein,2
Marc Treib,2
Andreas Slominski,2
Josef Peeters,2
Anders Zorn,2
Maria Hees,2
Paul Brühwiler,2
Lee Conklin,2
Silvia Kolbowski,2
Yasuhide Kobashi,2
Eduardo A. MacEntyre,2
J. S. Anderson,2
James Edward Davis,2
Ron Herron,2
Erwin Hauer,2
Phillip Pisciotta,2
Michael Gerald Bauer,2
Jay Wolke,2
Nomathemba Tana,2
Bill Rauhauser,2
Christopher Le Brun,2
Landès Lewitin,2
Constant (Constant Anton Nieuwenhuys),2
Charles Moore,2
Jia Zhangke,2
Joseph Maria Olbrich,2
Manuel Manilla,2
Armando Reverón,2
Komai Tetsuro,2
Iosef Chaikov,2
Ragnar Kjartansson,2
"Michael Engelmann, Carl Baker",2
Shirley Goldfarb,2
Tad Savinar,2
Unknown,2
Walter Ballmer,2
Ed Atkins,2
Lotte (Charlotte) Beese,2
Norman Ives,2
Savely Sorine,2
Clifford Ross,2
Albert Sterner,2
Miguel Ocampo,2
Al Heenan,2
"Joan Miró, Yves Tanguy, Max Ernst",2
Gaston Chaissac,2
Eugène Ionesco,2
Jerry Phillips,2
Elyn Zimmerman,2
Robert Welch,2
Robert Mahon,2
Hilda Morris,2
Hyman Bloom,2
Augusto,2
Robert Walch,2
Paul Rotterdam,2
Julian Stanczak,2
Toba Khedoori,2
Ronald Hayes Pearson,2
Laylah Ali,2
Christian Dell,2
Irwin B. Klein,2
Abraham Palatnik,2
Anthony Nobile,2
Johann Hahn,2
Eugene Omar Goldbeck,2
Ellen Spiro,2
Harvey J. Finison,2
Rudolf Baschant,2
Metall-Arbeit Wiener Werkstätte,2
Hutzler Manufacturing Co.,2
Sorel Etrog,2
Jessica Diamond,2
Alex Prager,2
Marie Luise Lebschik,2
Donald Saff,2
"Jonathan De Pas, Donato D'Urbino, Paolo Lomazzi",2
Jem Cohen,2
Mary Kocol,2
Julius Schmidt,2
Lidy Prati,2
Charles G. Shaw,2
Robert Cottingham,2
Raoul Hague,2
Rhondal McKinney,2
Lynn Davis,2
Richard Nonas,2
Jérôme De Perlinghi,2
Stefan Wewerka,2
"Dieter Roth, Richard Hamilton",2
"Tri-State Plastic Molding Co., Henderson, KY",2
Barbara Probst,2
Sara Sosnowy,2
E. Maunoury,2
Luchino Visconti,2
Richard W. Ireland,2
Sandile Goje,2
Lajos D'Ebneth,2
Cameron Jamie,2
Jan Müller,2
Steven Spielberg,2
Lotte Reiniger,2
"Markus Freitag, Daniel Freitag",2
Serge Poliakoff,2
Polly Apfelbaum,2
Jimenez Lai,2
Françoise Desnoyer,2
Gérard Vulliamy,2
Valery Gerlovin,2
Lino Sabattini,2
"Marianna Erlikh, Elena Guro",2
Abigail Child,2
Paul Shambroom,2
George Minne,2
Larry Bair,2
Domingo Garcia,2
Piet van der Have,2
Ezra Stoller,2
Jane Dickerman,2
Douglas Kolk,2
"Wetzel, Schuhmacher",2
Julia Rommel,2
"Motorola, Inc.",2
Leon Kroll,2
"Lina Bo Bardi, Marcelo Ferraz, Marcelo Suzuki",2
Cecelia Condit,2
Martín Ramírez,2
"Robert Smithson, Jane Crawford",2
Henri (Paul Herrmann) Héran,2
"Rem Koolhaas, Elia Zenghelis, Zoe Zenghelis, Madelon Vriesendorp",2
Berthold-Mahn (Charles Désiré),2
Paul Clinton,2
"David Burliuk, Kazimir Malevich",2
Abderrahmane Sissako,2
Byron McKeeby,2
Oli Sihvonen,2
James Thurber,2
W. D. Randall,2
Gunther Rochelt,2
Berndt Klyvare,2
Shirley Clarke,2
Roddy Bogawa,2
Helga Nykopp,2
Matthew Smith,2
Wesley Coe Doherty,2
Hermine David,2
William Morris,2
"Arthur Köpcke, Robert Filliou",2
"Iurii Annenkov, Nikolai Kul'bin",2
Loretta Fahrenholz,2
Alistair Macready Bell,2
Günter Grass,2
Nanni Moretti,2
"Guillermo González Ruiz, Roland Shakespear",2
Charles Gwathmey,2
Fukui Ryonosuko,2
"Mieko Shiomi, Robert Watts, Anthony Cox",2
Nina Lola Bachhuber,2
Marvin Israel,2
Carl Mydans,2
Bruno Beye,2
Vladimir Velickovic,2
Otto Gleichmann,2
Jody Shields,2
Artur Zmijewski,2
Ben Schonzeit,2
John W. Church,2
"Libbey Glass Company Division, Owens-Illinois Co., Toledo, OH, established 1818",2
Keith Arnatt,2
Nathalie Djurberg,2
Beaumont Newhall,2
Miranda July,2
Helen Torr,2
Dolf Rieser,2
Stephen Kaltenbach,2
Mark Leckey,2
José de Rivera,2
Luis Jimenez,2
Bernard Perlin,2
Eduardo Ramirez Villamizar,2
Udo M. Geissler,2
Kota Ezawa,2
Shaun Gladwell,2
Markéta Luskacová,2
Lutz Dille,2
"Komplot Design, Boris Berlin, Poul Christiansen",2
"James Wallace Black, Samuel A. King",2
Henri Rivière,2
Steven Campbell,2
Perez Celis,2
Gavin Hood,2
"Robert Watts, George Maciunas",2
Jules Allen,2
Iain Sinclair,2
Lucien Coutaud,2
Benjamín Molina,2
Giandomenico Belotti,2
Noel Zeller,2
Frank Graham Holmes,2
Tomasz Sarnecki,2
William Fett,2
Janis Muncis,2
Patrick D. Pagnano,2
Jamie Isenstein,2
"Joseph Beuys, Nam June Paik",2
Eero Aarnio,2
Johannes Kahrs,2
Peter Struycken,2
Johanna Kandl,2
Sally Osborn,2
Darrel Ellis,2
Tulio Crali,2
W. T. Benda,2
Ademar Manarini,2
Roderick Mead,2
Shinako Sato,2
Laurids Ortner,2
"Claude Cahun (Lucy Schwob), Marcel Moore (Suzanne Malherbe)",2
Erich Gehre,2
Carter Mull,2
Dove Bradshaw,2
Joan Witek,2
Deimantas Narkevicius,2
Günter Haese,2
Glen Luchford,2
Alexander E. Harris,2
"Rolf Harder, Ernst Roch, Design Collaborative Montreal Ltd.",2
Chunghi Choo,2
