Name,Nationality,Gender,Birth Year,Death Year,Living Status,Age
Alejandro Mario Yllanes,Bolivian,Male,1913,1960,FALSE,47
Tadanori Yokoo,Japanese,Male,1936,Alive,TRUE,#VALUE!
Masaji Yoshida,Japanese,Male,1917,1971,FALSE,54
Hideo Yoshihara,Japanese,Male,1931,2007,FALSE,76
Naoki Yoshimoto,Japanese,Male,1940,Alive,TRUE,#VALUE!
Masunobu Yoshimura,Japanese,Male,1932,Alive,TRUE,#VALUE!
Arthur Young,American,Male,1905,1995,FALSE,90
La Monte Young,American,Male,1935,Alive,TRUE,#VALUE!
Michael Young,American,Male,1952,Alive,TRUE,#VALUE!
Peter Young,American,Male,1940,Alive,TRUE,#VALUE!
Thomas Young,American,Male,1924,Alive,TRUE,#VALUE!
Jack Youngerman,American,Male,1926,Alive,TRUE,#VALUE!
Mario Yrisarry,American,Male,1934,Alive,TRUE,#VALUE!
Adja Yunkers,American,Male,1900,1983,FALSE,83
Yvaral (Jean Pierre Vasarely),French,Male,1934,2002,FALSE,68
Teresa Zabala,American,Female,1938,Alive,TRUE,#VALUE!
Melvin Zabarsky,American,Male,1932,Alive,TRUE,#VALUE!
Adolf Zabransky,German,Male,1909,1981,FALSE,72
Julio Augusto Zachrisson,Panamanian,Male,1930,Alive,TRUE,#VALUE!
Léon Zack,French,Male,1892,1980,FALSE,88
Ossip Zadkine,French,Male,1890,1967,FALSE,77
Stanislaw Zagorski,Polish,Male,1933,Alive,TRUE,#VALUE!
Paul A. Zahl,American,Male,1910,1985,FALSE,75
Jack Zajac,American,Male,1929,Alive,TRUE,#VALUE!
Alfredo Zalce,Mexican,Male,1908,2003,FALSE,95
Wojciech Zamecznik,Polish,Male,1923,1967,FALSE,44
Norman Zammitt,American,Male,1931,2007,FALSE,76
Enrique Zañartu,Chilean,Male,1921,2000,FALSE,79
Tono Zancanaro,Italian,Male,1906,1985,FALSE,79
Michael S. Zane,American,Male,1948,Alive,TRUE,#VALUE!
Marco Zanuso,Italian,Male,1916,2001,FALSE,85
Zao Wou-ki,French,Male,1920,2013,FALSE,93
Bronislaw Zapolski,American,Male,1917,Alive,TRUE,#VALUE!
Walter Zapp,Latvian,Male,1905,2003,FALSE,98
Zarina,American,Female,1937,Alive,TRUE,#VALUE!
Marian Zazeela,American,Female,1936,Alive,TRUE,#VALUE!
Bruno Zehnder,Swiss,Male,1945,Alive,TRUE,#VALUE!
Walter Zehringer,German,Male,1940,Alive,TRUE,#VALUE!
Walter Zeischegg,Austrian,Male,1917,1983,FALSE,66
Eva Zeisel,American,Female,1906,2011,FALSE,105
Bronislaw Zelek,Polish,Male,1935,Alive,TRUE,#VALUE!
Carlo Zen,Italian,Male,1851,1918,FALSE,67
Charles Hossein Zenderoudi,Iranian,Male,1937,Alive,TRUE,#VALUE!
Karl Zerbe,American,Male,1903,1972,FALSE,69
Zero (Hans Schleger),British,Male,1898,1976,FALSE,78
Lina Zervudaki,French,Female,1890,1950,FALSE,60
J. Thomas Zetterstrom,American,Male,1945,Alive,TRUE,#VALUE!
Laura Ziegler,American,Female,1927,Alive,TRUE,#VALUE!
Heinrich Zille,German,Male,1858,1929,FALSE,71
George Zimbel,Canadian,Male,1929,Alive,TRUE,#VALUE!
Murray Zimiles,American,Male,1941,Alive,TRUE,#VALUE!
Mac Zimmerman,German,Male,1912,1995,FALSE,83
Tom Zimmermann,German,Male,1925,Alive,TRUE,#VALUE!
Jacques Zimmerman,Belgian,Male,1929,Alive,TRUE,#VALUE!
Alfred Karl Zlevor,Austrian,Male,1942,Alive,TRUE,#VALUE!
Richard Zoellner,American,Male,1909,2003,FALSE,94
Nicos Zographos,American,Male,1931,Alive,TRUE,#VALUE!
Harry Zolotow,American,Male,1888,1963,FALSE,75
Marguerite Zorach,American,Female,1887,1968,FALSE,81
William Zorach,American,Male,1889,1966,FALSE,77
Gilberto Zorio,Italian,Male,1944,Alive,TRUE,#VALUE!
Marco Zotta,Italian,Male,1945,Alive,TRUE,#VALUE!
Larry Zox,American,Male,1936,2006,FALSE,70
Joe Zucker,American,Male,1941,Alive,TRUE,#VALUE!
Francisco Zuñiga,Mexican,Male,1912,1998,FALSE,86
Zush (Alberto Porta),Spanish,Male,1946,Alive,TRUE,#VALUE!
Anatoly Timofeevich Zverev,Russian,Male,1931,1986,FALSE,55
Piet Zwart,Dutch,Male,1885,1977,FALSE,92
Toots Zynsky,American,Female,1951,Alive,TRUE,#VALUE!
Jack Barth,American,Male,1949,Alive,TRUE,#VALUE!
Eric Erickson,American,Male,1953,Alive,TRUE,#VALUE!
Donald C. Fritz,American,Male,1950,Alive,TRUE,#VALUE!
Sean Kalish,American,Male,1981,Alive,TRUE,#VALUE!
Berndt Kerkin,German,Male,1951,Alive,TRUE,#VALUE!
Joseph Norman,American,Male,1957,Alive,TRUE,#VALUE!
Lorna Simpson,American,Female,1960,Alive,TRUE,#VALUE!
Jan Vercruysse,Belgian,Male,1948,Alive,TRUE,#VALUE!
John Button,American,Male,1930,1982,FALSE,52
Tadeusz Trepkowski,Polish,Male,1914,1954,FALSE,40
Susi Berger,Swiss,Female,1937,Alive,TRUE,#VALUE!
Ueli Berger,Swiss,Male,1937,2008,FALSE,71
Jack Daly,American,Male,1957,Alive,TRUE,#VALUE!
Christopher Loew,American,Male,1963,Alive,TRUE,#VALUE!
Jim Gentes,American,Male,1957,Alive,TRUE,#VALUE!
Sam Lucente,American,Male,1958,Alive,TRUE,#VALUE!
Antti Nurmesniemi,Finnish,Male,1927,2003,FALSE,76
William L. Tolan,American,Male,1963,Alive,TRUE,#VALUE!
Nadezhda Udal'tsova,Russian,Female,1886,1961,FALSE,75
Lois Conner,American,Female,1951,Alive,TRUE,#VALUE!
Ulrich Rückriem,German,Male,1938,Alive,TRUE,#VALUE!
Robert Andrew Parker,American,Male,1927,Alive,TRUE,#VALUE!
Tone Vigeland,Norwegian,Female,1938,Alive,TRUE,#VALUE!
John Armleder,Swiss,Male,1948,Alive,TRUE,#VALUE!
Jeff Koons,American,Male,1955,Alive,TRUE,#VALUE!
David Wojnarowicz,American,Male,1954,1992,FALSE,38
Fernand Léger,French,Male,1881,1955,FALSE,74
Michael Corris,American,Male,1949,Alive,TRUE,#VALUE!
Robert Gordy,American,Male,1933,1986,FALSE,53
Margo Humphrey,American,Female,1942,Alive,TRUE,#VALUE!
Hermann Pitz,German,Male,1956,Alive,TRUE,#VALUE!
Bern Porter,American,Male,1911,2004,FALSE,93
Rémy Zaugg,Swiss,Male,1943,2005,FALSE,62
Glenn Goldberg,American,Male,1953,Alive,TRUE,#VALUE!
Ilya Kabakov,American,Male,1933,Alive,TRUE,#VALUE!
Mimi Smith,American,Female,1942,Alive,TRUE,#VALUE!
Jac Leirner,Brazilian,Female,1961,Alive,TRUE,#VALUE!
Gordon Matta-Clark,American,Male,1943,1978,FALSE,35
Paul Thek,American,Male,1933,1988,FALSE,55
Victor Burgin,British,Male,1941,Alive,TRUE,#VALUE!
Julio Larraz,American,Male,1944,Alive,TRUE,#VALUE!
Jane Hammond,American,Female,1950,Alive,TRUE,#VALUE!
Raffaele Leomporri,Italian,Male,1926,1974,FALSE,48
Art Spiegelman,American,Male,1948,Alive,TRUE,#VALUE!
Rafael Alberti,Spanish,Male,1902,1999,FALSE,97
Roberto Barni,Italian,Male,1939,Alive,TRUE,#VALUE!
Pablo Palazuelo,Spanish,Male,1916,2007,FALSE,91
Vincente Rojo,Spanish,Male,1932,Alive,TRUE,#VALUE!
George Mann Niedecken,American,Male,1878,1945,FALSE,67
Vinicio Berti,Italian,Male,1921,1991,FALSE,70
Paolo Favi,Italian,Male,1935,Alive,TRUE,#VALUE!
Fabrizio Gori,Italian,Male,1940,Alive,TRUE,#VALUE!
Emilio Malenotti,Italian,Male,1913,Alive,TRUE,#VALUE!
Philip Taaffe,American,Male,1955,Alive,TRUE,#VALUE!
Sophie Calle,French,Female,1953,Alive,TRUE,#VALUE!
Joy Jacobs,American,Female,1932,Alive,TRUE,#VALUE!
Louis-Auguste Girardot,French,Male,1856,1933,FALSE,77
Louis Malteste,French,Male,1862,1928,FALSE,66
Maurice Réalier-Dumas,French,Male,1860,1928,FALSE,68
Émile Berchmans,Belgian,Male,1867,1947,FALSE,80
G. de Latenay,French,Male,1859,1943,FALSE,84
Marcel Lenoir,French,Male,1872,1931,FALSE,59
H. Bellery-Desfontaines,French,Male,1867,1909,FALSE,42
A. Calbet,French,Male,1869,1944,FALSE,75
Ch Doudelet,Belgian,Male,1861,1938,FALSE,77
F.-A Gorquet,French,Male,1862,1927,FALSE,65
J. Wély,French,Male,1873,1910,FALSE,37
Annette Messager,French,Female,1943,Alive,TRUE,#VALUE!
L. Levy-Dhurmer,French,Male,1865,1953,FALSE,88
A. Donnay,Belgian,Male,1862,1921,FALSE,59
R. X. Prinet,French,Male,1861,1946,FALSE,85
Henri Detouche,French,Male,1854,1913,FALSE,59
E. Dinet,French,Male,1861,1929,FALSE,68
J. G. Besson,French,Male,1868,Alive,TRUE,#VALUE!
E. Trigoulet,French,Male,1867,1910,FALSE,43
J. Baseilhac,French,Male,1874,1903,FALSE,29
J. A. Muenier,French,Male,1863,1942,FALSE,79
Frantz Jourdain,French,Male,1847,1935,FALSE,88
L. Borgex,French,Male,1875,1959,FALSE,84
Jules Flandrin,French,Male,1871,1947,FALSE,76
F. Cormon,French,Male,1845,1924,FALSE,79
P. C. Helleu,French,Male,1859,1927,FALSE,68
V. Prouvé,French,Male,1858,1943,FALSE,85
Ch Guérin,French,Male,1875,1939,FALSE,64
F. Guiguet,French,Male,1860,1937,FALSE,77
F. Bracquemond,French,Male,1833,1914,FALSE,81
A. Agache,French,Male,1843,1915,FALSE,72
G. Dubuffe,French,Male,1853,1909,FALSE,56
Armand Berton,French,Male,1854,1927,FALSE,73
Rosalind Bengelsdorf,American,Female,1916,1979,FALSE,63
Harry Bowden,American,Male,1907,1965,FALSE,58
Herzl Emanuel,American,Male,1914,2002,FALSE,88
Hananiah Harari,American,Male,1912,2000,FALSE,88
Agnes Lyall,American,Female,1908,2013,FALSE,105
Ralph M. Rosenborg,American,Male,1913,1992,FALSE,79
Esphyr Slobodkina,American,Female,1908,2002,FALSE,94
Albert Swinden,Nationality unknown,Male,1901,1961,FALSE,60
Rupert D. Turnbull,American,Male,1899,1943,FALSE,44
Fredrick J. Whiteman,American,Male,1909,1997,FALSE,88
Wilfred M. Zogbaum,American,Male,1915,1965,FALSE,50
Willson Y. Stamper,Nationality unknown,Male,1912,1988,FALSE,76
Myer Abel,American,Male,1904,1946,FALSE,42
Mabelle Richardson,Nationality unknown,Female,1907,1995,FALSE,88
Greg Curnoe,Canadian,Male,1936,1992,FALSE,56
Joyce Wieland,Canadian,Female,1931,1998,FALSE,67
Horst B. Baerenz,German,Male,1939,Alive,TRUE,#VALUE!
Enrique Grau,Colombian,Male,1920,2004,FALSE,84
Phanor Leon,Colombian,Male,1944,2006,FALSE,62
Rafael Coronel,Mexican,Male,1932,Alive,TRUE,#VALUE!
Francisco Corzas,Mexican,Male,1936,1983,FALSE,47
Helen Escobedo,Mexican,Female,1934,Alive,TRUE,#VALUE!
Fernando Garcia Ponce,Mexican,Male,1933,1987,FALSE,54
Manuel Espinoza,Venezuelan,Male,1937,Alive,TRUE,#VALUE!
Mercedes Pardo,Venezuelan,Female,1922,2005,FALSE,83
Alirio Palacios,Venezuelan,Male,1938,2015,FALSE,77
Hernando Tejada,Colombian,Male,1925,1998,FALSE,73
Miguel Angel Rojas,Colombian,Male,1946,Alive,TRUE,#VALUE!
"Maria Teresa Cuéllar ""Teye""",Colombian,Female,1935,Alive,TRUE,#VALUE!
Juan Cárdenas,Colombian,Male,1939,Alive,TRUE,#VALUE!
Jacobo Borges,Venezuelan,Male,1931,Alive,TRUE,#VALUE!
John Lange,Venezuelan,Male,1932,Alive,TRUE,#VALUE!
Yutaka Toyota,Japanese,Male,1931,Alive,TRUE,#VALUE!
Dan Dailey,American,Male,1947,Alive,TRUE,#VALUE!
Laurie Anderson,American,Female,1947,Alive,TRUE,#VALUE!
John Ashbery,American,Male,1927,Alive,TRUE,#VALUE!
Bern Boyle,American,Male,1951,1992,FALSE,41
Lucinda Childs,American,Female,1940,Alive,TRUE,#VALUE!
Jane Comfort,American,Female,1945,Alive,TRUE,#VALUE!
R. Crumb,American,Male,1943,Alive,TRUE,#VALUE!
Harvey Pekar,American,Male,1939,Alive,TRUE,#VALUE!
Jimmy DeSana,American,Male,1950,1990,FALSE,40
Evergon,Canadian,Male,1946,Alive,TRUE,#VALUE!
Jayme Odgers,American,Female,1939,Alive,TRUE,#VALUE!
Martha Holt,American,Female,1945,Alive,TRUE,#VALUE!
James Hong,American,Male,1948,Alive,TRUE,#VALUE!
Betsey Johnson,American,Female,1942,Alive,TRUE,#VALUE!
Sonia Katchian,Nationality unknown,Female,1947,Alive,TRUE,#VALUE!
Stephanie Brody Lederman,American,Female,1939,Alive,TRUE,#VALUE!
Jacqueline Livingston,American,Female,1943,Alive,TRUE,#VALUE!
Joan Livingstone,American,Female,1948,Alive,TRUE,#VALUE!
David Lusby,American,Male,1954,Alive,TRUE,#VALUE!
Joseph Masheck,American,Male,1942,Alive,TRUE,#VALUE!
Judith Mcwillie,American,Female,1946,Alive,TRUE,#VALUE!
Joan Nelsen,American,Female,1937,Alive,TRUE,#VALUE!
Richard Olson,American,Male,1938,Alive,TRUE,#VALUE!
Kingsley Parker,American,Male,1947,Alive,TRUE,#VALUE!
Don Rodan,American,Male,1950,Alive,TRUE,#VALUE!
Martha Rosler,American,Female,1943,Alive,TRUE,#VALUE!
Michael Sorkin,American,Male,1948,Alive,TRUE,#VALUE!
Lee Ufan,Korean,Male,1936,Alive,TRUE,#VALUE!
Dondi (Donald Joseph White),American,Male,1961,1998,FALSE,37
Stanley Stellar,American,Male,1945,Alive,TRUE,#VALUE!
Benedict Tisa,American,Male,1942,Alive,TRUE,#VALUE!
Curtis Van Buren,American,Male,1950,Alive,TRUE,#VALUE!
Philip Warner,American,Male,1947,Alive,TRUE,#VALUE!
Wenda Von Weise,American,Female,1941,Alive,TRUE,#VALUE!
Harry Anderson,American,Male,1943,Alive,TRUE,#VALUE!
Karl Opfermann,German,Male,1891,1960,FALSE,69
Gerhardt von Ruckteschell,German,Male,1882,1941,FALSE,59
Heinrich Stegemann,German,Male,1888,1945,FALSE,57
Willi Titze,German,Male,1890,1979,FALSE,89
Siegfried Schott,German,Male,1897,1971,FALSE,74
Paul R. Meltsner,American,Male,1905,1959,FALSE,54
Gretchen Bender,American,Female,1951,2004,FALSE,53
Edward Dwurnik,Polish,Male,1943,Alive,TRUE,#VALUE!
Stanislaw Fijalkowski,Polish,Male,1922,Alive,TRUE,#VALUE!
Izabella Gustowska,Polish,Female,1948,Alive,TRUE,#VALUE!
Andrzej Kalina,Polish,Male,1952,Alive,TRUE,#VALUE!
Paul Marcus,American,Male,1953,Alive,TRUE,#VALUE!
Jaume Plensa,Spanish,Male,1955,Alive,TRUE,#VALUE!
Anna Sobol,Polish,Female,1946,Alive,TRUE,#VALUE!
Robert Stackhouse,American,Male,1942,Alive,TRUE,#VALUE!
Jan Tarasin,Polish,Male,1926,2009,FALSE,83
Else Alfelt,Danish,Female,1910,1974,FALSE,64
Ejler Bille,Danish,Male,1910,2004,FALSE,94
Jacques Doucet,French,Male,1924,1994,FALSE,70
Sonja Ferlov,Danish,Female,1911,Alive,TRUE,#VALUE!
Stephen Gilbert,British,Male,1910,Alive,TRUE,#VALUE!
Chin Hsiao,Chinese,Male,1935,Alive,TRUE,#VALUE!
Michael Bierut,American,Male,1957,Alive,TRUE,#VALUE!
Victor Schrager,American,Male,1950,Alive,TRUE,#VALUE!
Arkadii Shaikhet,Russian,Male,1889,1959,FALSE,70
Victor Skrebneski,American,Male,1929,Alive,TRUE,#VALUE!
Miro Svolik,Czech,Male,1960,Alive,TRUE,#VALUE!
Zofia Rydet,Polish,Female,1911,1997,FALSE,86
Eva Lipman,American,Female,1946,Alive,TRUE,#VALUE!
James Casebere,American,Male,1953,Alive,TRUE,#VALUE!
Edward Cheney,British,Male,1800,1866,FALSE,66
Mariana Cook,American,Female,1955,Alive,TRUE,#VALUE!
Marcus Kutter,Swiss,Male,1925,Alive,TRUE,#VALUE!
Pierre Neumann,Swiss,Male,1951,Alive,TRUE,#VALUE!
Glenn Ligon,American,Male,1960,Alive,TRUE,#VALUE!
Lesley Dill,American,Female,1949,Alive,TRUE,#VALUE!
Damien Hirst,British,Male,1965,Alive,TRUE,#VALUE!
Silvia Kolbowski,Argentine,Female,1953,Alive,TRUE,#VALUE!
Tadaaki Kuwayama,Japanese,Male,1932,Alive,TRUE,#VALUE!
Marc Quinn,British,Male,1964,Alive,TRUE,#VALUE!
Gavin Turk,British,Male,1965,Alive,TRUE,#VALUE!
Rachel Whiteread,British,Female,1963,Alive,TRUE,#VALUE!
Tullio d'Albisola (Tullio Spartaco Mazzotti),Italian,Male,1899,1971,FALSE,72
Maya Deren,American,Female,1917,1961,FALSE,44
Darrel Ellis,American,Male,1958,1992,FALSE,34
Bruce Gilden,American,Male,1946,Alive,TRUE,#VALUE!
Eberhard Grames,German,Male,1953,Alive,TRUE,#VALUE!
Kati Horna,Mexican,Female,1912,2000,FALSE,88
Abelardo Morell,American,Male,1948,Alive,TRUE,#VALUE!
Vincent Alan W,American,Male,1960,1995,FALSE,35
Boris Yaro,American,Male,1938,Alive,TRUE,#VALUE!
Keith Coventry,British,Male,1958,Alive,TRUE,#VALUE!
Steven Pippin,British,Male,1960,Alive,TRUE,#VALUE!
Lucia Moholy,British,Female,1894,1989,FALSE,95
Carl Pope,American,Male,1961,Alive,TRUE,#VALUE!
Paul Shambroom,American,Male,1956,Alive,TRUE,#VALUE!
Patrick Bailly-Maitre-Grand,French,Male,1945,Alive,TRUE,#VALUE!
Ellen Brooks,American,Female,1946,Alive,TRUE,#VALUE!
Paul D'Amato,American,Male,1956,Alive,TRUE,#VALUE!
Philip Elliott,American,Male,1903,1985,FALSE,82
Priscilla T. Forthman,American,Female,1958,Alive,TRUE,#VALUE!
Roberto Burle Marx,Brazilian,Male,1909,1994,FALSE,85
Maria Benktzon,Swedish,Female,1946,Alive,TRUE,#VALUE!
David Bush,Canadian,Male,1948,Alive,TRUE,#VALUE!
Brian Lepine,Canadian,Male,1952,Alive,TRUE,#VALUE!
Michael Zimmerman,American,Male,1956,Alive,TRUE,#VALUE!
Samuel Schellink,Danish,Male,1876,1958,FALSE,82
Hiroaki Kozu,Japanese,Male,1959,Alive,TRUE,#VALUE!
David Lewis,British,Male,1939,2011,FALSE,72
Steve McGugan,American,Male,1960,Alive,TRUE,#VALUE!
Peter Cook,British,Male,1936,Alive,TRUE,#VALUE!
Elizabeth Diller,American,Female,1954,Alive,TRUE,#VALUE!
Ricardo Scofidio,American,Male,1935,Alive,TRUE,#VALUE!
Zaha Hadid,British,Female,1950,2016,FALSE,66
Fumihiko Maki,Japanese,Male,1928,Alive,TRUE,#VALUE!
Rem Koolhaas,Dutch,Male,1944,Alive,TRUE,#VALUE!
Madelon Vriesendorp,Dutch,Female,1945,Alive,TRUE,#VALUE!
Stephen Armellino,American,Male,1955,Alive,TRUE,#VALUE!
Georgii Stenberg,Russian,Male,1900,1933,FALSE,33
Edward Larrabee Barnes,American,Male,1915,2004,FALSE,89
Kisho Kurokawa,Japanese,Male,1934,2007,FALSE,73
Santiago Calatrava,Spanish,Male,1951,Alive,TRUE,#VALUE!
Peter Eisenman,American,Male,1932,Alive,TRUE,#VALUE!
Ari 't Hart,Dutch,Male,1936,Alive,TRUE,#VALUE!
Jacob Jongert,Dutch,Male,1883,1942,FALSE,59
Juan Hidalgo,Spanish,Male,1927,Alive,TRUE,#VALUE!
Deborah Kass,American,Female,1952,Alive,TRUE,#VALUE!
Via Lewandowsky,German,Male,1963,Alive,TRUE,#VALUE!
Bernhard Luginbühl,Swiss,Male,1929,2011,FALSE,82
Ronald Jones,American,Male,1952,Alive,TRUE,#VALUE!
Fallon Horne,British,Male,1814,1858,FALSE,44
Markéta Luskacová,Czech,Female,1944,Alive,TRUE,#VALUE!
William Preston Mayfield,American,Male,1896,1974,FALSE,78
Thomas Ruff,German,Male,1958,Alive,TRUE,#VALUE!
Leslie Starobin,American,Female,1955,Alive,TRUE,#VALUE!
Jindrich Streit,Czech,Male,1946,Alive,TRUE,#VALUE!
Robert Aller,American,Male,1947,Alive,TRUE,#VALUE!
Peter Brown,American,Male,1948,Alive,TRUE,#VALUE!
Robert Dawson,American,Male,1950,Alive,TRUE,#VALUE!
Dennis Farber,American,Male,1946,Alive,TRUE,#VALUE!
Paola Ferrario,Italian,Female,1963,Alive,TRUE,#VALUE!
Robert Kozma,American,Male,1951,Alive,TRUE,#VALUE!
John Murray,British,Male,1809,1898,FALSE,89
Gundula Schulze-Eldowy,German,Female,1954,Alive,TRUE,#VALUE!
Laura Volkerding,American,Female,1939,Alive,TRUE,#VALUE!
Jules Allen,American,Male,1947,Alive,TRUE,#VALUE!
Bruce Bennet,American,Male,1961,Alive,TRUE,#VALUE!
Francois Deschamps,American,Male,1946,Alive,TRUE,#VALUE!
Vernon Heath,British,Male,1819,1895,FALSE,76
Humphrey Jennings,British,Male,1907,1950,FALSE,43
Markus Oehlen,German,Male,1956,Alive,TRUE,#VALUE!
Leon Kossoff,British,Male,1926,Alive,TRUE,#VALUE!
Matthew Barney,American,Male,1967,Alive,TRUE,#VALUE!
Suzanne McClelland,American,Female,1959,Alive,TRUE,#VALUE!
Cildo Meireles,Brazilian,Male,1948,Alive,TRUE,#VALUE!
Jean Pierre Pincemin,French,Male,1944,2005,FALSE,61
Roberto Ciaccio,Italian,Male,1951,Alive,TRUE,#VALUE!
David Levinthal,American,Male,1949,Alive,TRUE,#VALUE!
Esther Parada,American,Female,1938,2005,FALSE,67
Valery Shchekoldin,Russian,Female,1946,Alive,TRUE,#VALUE!
Laurie Simmons,American,Female,1949,Alive,TRUE,#VALUE!
Penelope Umbrico,American,Female,1957,Alive,TRUE,#VALUE!
Adrian Piper,American,Female,1948,Alive,TRUE,#VALUE!
Andres Serrano,American,Male,1950,Alive,TRUE,#VALUE!
Rudolph Von Ripper,American,Male,1905,1960,FALSE,55
Sebastião Salgado,Brazilian,Male,1944,Alive,TRUE,#VALUE!
Carl Chiarenza,American,Male,1935,Alive,TRUE,#VALUE!
Gordon Coster,American,Male,1906,1988,FALSE,82
Philip-Lorca diCorcia,American,Male,1951,Alive,TRUE,#VALUE!
Robert Flynt,American,Male,1956,Alive,TRUE,#VALUE!
Connie Imboden,American,Female,1953,Alive,TRUE,#VALUE!
Karen Klugman,American,Female,1946,Alive,TRUE,#VALUE!
W. H. Pigou,British,Male,1818,1858,FALSE,40
Hermann Forsterling,German,Male,1955,Alive,TRUE,#VALUE!
William K. Greiner,American,Male,1957,Alive,TRUE,#VALUE!
Gregory Crewdson,American,Male,1962,Alive,TRUE,#VALUE!
Barbara Jaffe,American,Female,1942,Alive,TRUE,#VALUE!
Herbert G. Ponting,British,Male,1871,1935,FALSE,64
Michal Rovner,Israeli,Female,1957,Alive,TRUE,#VALUE!
Ken Schles,American,Male,1960,Alive,TRUE,#VALUE!
Barbel Scianghetti,American,Female,1939,Alive,TRUE,#VALUE!
Madoka Takagi,Japanese,Female,1956,2015,FALSE,59
Ruud Jan Kokke,Dutch,Male,1956,Alive,TRUE,#VALUE!
Junichi Arai,Japanese,Male,1932,Alive,TRUE,#VALUE!
Reiko Sudo,Japanese,Female,1953,Alive,TRUE,#VALUE!
Peter Cohen,American,Male,1955,Alive,TRUE,#VALUE!
Christian Leborg,Norwegian,Male,1966,Alive,TRUE,#VALUE!
Charles Ray,American,Male,1953,Alive,TRUE,#VALUE!
Nikos HadjiKyriakos-Ghika,Greek,Male,1906,1994,FALSE,88
Betty Woodman,American,Female,1930,Alive,TRUE,#VALUE!
François Aubert,French,Male,1839,1900,FALSE,61
Dawoud Bey,American,Male,1953,Alive,TRUE,#VALUE!
Vincent Borrelli,American,Male,1960,Alive,TRUE,#VALUE!
Tadao Ando,Japanese,Male,1941,Alive,TRUE,#VALUE!
Willie Cole,American,Male,1955,Alive,TRUE,#VALUE!
Tony Fitzpatrick,American,Male,1958,Alive,TRUE,#VALUE!
Margaret Lanzetta,American,Female,1957,Alive,TRUE,#VALUE!
William Morris,British,Male,1834,1896,FALSE,62
Peter Karpf,Danish,Male,1940,Alive,TRUE,#VALUE!
Rolf Kothrade,German,Male,1946,Alive,TRUE,#VALUE!
Kyoko Kumai,Japanese,Female,1943,Alive,TRUE,#VALUE!
Faith Ringgold,American,Female,1930,Alive,TRUE,#VALUE!
Alison Saar,American,Female,1956,Alive,TRUE,#VALUE!
Juan Sánchez,American,Male,1954,Alive,TRUE,#VALUE!
Paula Scher,American,Female,1948,Alive,TRUE,#VALUE!
Gary Essert,American,Male,1938,1992,FALSE,54
Gustav Stickley,American,Male,1858,1942,FALSE,84
Ekkeland Götze,German,Male,1948,Alive,TRUE,#VALUE!
Heribert Ottersbach,German,Male,1960,Alive,TRUE,#VALUE!
Robert Therrien,American,Male,1947,Alive,TRUE,#VALUE!
Olaf Wegewitz,German,Male,1949,Alive,TRUE,#VALUE!
Anton van Dalen,American,Male,1938,Alive,TRUE,#VALUE!
Paul Castrucci,American,Male,1978,Alive,TRUE,#VALUE!
John Fekner,American,Male,1950,Alive,TRUE,#VALUE!
Eric Drooker,American,Male,1958,Alive,TRUE,#VALUE!
Stash Two (Josh Franklin),American,Male,1967,Alive,TRUE,#VALUE!
Tom McGlynn,American,Male,1958,Alive,TRUE,#VALUE!
Dennis Thomas,American,Male,1955,Alive,TRUE,#VALUE!
Day Gleeson,American,Male,1948,Alive,TRUE,#VALUE!
Nadia Coën,American,Female,1961,Alive,TRUE,#VALUE!
Martin Wong,American,Male,1946,1999,FALSE,53
Andrew Castrucci,American,Male,1961,Alive,TRUE,#VALUE!
Betzaida Concepción,American,Female,1977,Alive,TRUE,#VALUE!
Seth Tobocman,American,Male,1958,Alive,TRUE,#VALUE!
Sabrina Jones,American,Female,1960,Alive,TRUE,#VALUE!
Red David Rodriguez,American,Male,1958,Alive,TRUE,#VALUE!
Lee Quinones,American,Male,1960,Alive,TRUE,#VALUE!
Sebastian Schroder,German,Male,1961,Alive,TRUE,#VALUE!
Walter Sipser,American,Male,1961,Alive,TRUE,#VALUE!
